contigs	predictions	scores
k79_95847	2;1239;186801;186802;216572;1263;2608920	1.0;0.99984;0.98824;0.98747;0.98302;0.98301;0.983
k79_34978	2;976;117743;200644;2762318;59732;1493872	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_23597	2;1239;186801;186802;216572;216851;2929492	1.0;1.0;1.0;0.99996;0.99996;0.99996;0.99996
k79_95852	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99985;0.99985;0.99985;0.99985;0.99984
k79_71950	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_11418	2;976;200643;171549;815;816;28116	1.0;0.99998;0.99998;0.99998;0.99998;0.99998;0.99998
k79_34991	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_23606	2;1239;91061;1385;186817;1386;1408	0.99998;0.99603;0.97318;0.97278;0.97258;0.97258;0.97252
k79_60480	2;976;200643;171549;815;816;291644	1.0;1.0;1.0;1.0;1.0;1.0;0.99977
k79_47977	2;976;200643;171549;815;816;820;997890	0.99999;0.9999;0.99989;0.99989;0.99988;0.99917;0.99833;0.99833
k79_11428	2;1239;91061;1385;186822;44249;2921460	1.0;1.0;0.99998;0.99998;0.99998;0.99998;0.99998
k79_35002	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_84271	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99659
k79_95858	2;1239;186801;186802;216572;244127;169435	1.0;1.0;1.0;0.99999;0.99999;0.99991;0.99991
k79_11439	2;1239;526524;526525;2810280;2678885;1982626	0.99632;0.98892;0.91674;0.91674;0.90927;0.90926;0.90926
k79_23617	2;1224;1236;91347;1903409;32199;9;224915	1.0;0.99932;0.99932;0.99932;0.99932;0.99932;0.99932;0.99932
k79_47980	2;1224;28211;356;82115;357;2735528	1.0;0.99996;0.99996;0.99996;0.99996;0.99996;0.99996
k79_47981	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60496	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;0.99994;0.99994;0.99955;0.99955;0.93772
k79_60498	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;1.0;0.99995
k79_35022	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_84274	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_11440	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_35031	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_95871	2;1239;186801;186802;216572;1263;2608920	1.0;0.99999;0.99999;0.99999;0.99974;0.99974;0.99724
k79_84281	2	0.77251
k79_23628	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_35040	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_23634	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99998;0.99998;0.99995;0.99995;0.99995
k79_47993	2;976;200643;171549;171550;239759;2585118	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_72001	2;1239	0.99596;0.83508
k79_95876	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;0.99999;0.99998;0.99996;0.99807;0.99807
k79_84286	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99062
k79_48007	2;1239;526524;526525;2810280;2678885;1982626	0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_95880	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;0.99998;0.99998;0.99996;0.99996;0.8322
k79_84288	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;0.99927;0.99927;0.99926;0.99926;0.99475
k79_23649	2;976;200643;171549;2005525;375288;46503	1.0;0.99987;0.99974;0.99969;0.99502;0.99502;0.99459
k79_11454	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;0.99998;0.99998;0.99996;0.99996;0.99897;0.99893;0.99893
k79_84290	2;976;200643;171549;815;816;329854	0.99989;0.99878;0.99802;0.99799;0.94228;0.94153;0.93833
k79_35050	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;0.99971;0.99968;0.99919;0.99919;0.89824;0.89824;0.8227
k79_48013	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99924
k79_72019	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60515	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;0.99971;0.99971;0.99969;0.99969;0.97147;0.97147;0.5453
k79_72021	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;0.99996;0.99996;0.99996;0.99996;0.9999;0.9999;0.99211
k79_60526	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_72023	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_11475	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_95900	2;1239;91061;186826;186828;1470540;1868793	1.0;1.0;1.0;1.0;0.99998;0.99998;0.99998
k79_60534	2;976;200643;171549;815;909656;387090	1.0;0.99999;0.99999;0.99999;0.99961;0.87967;0.87962
k79_84314	2;976;200643;171549;815;816;1796613	1.0;1.0;1.0;1.0;1.0;1.0;0.99998
k79_95903	2;1239;186801;3085636;186803;189330;88431	1.0;0.99998;0.99997;0.99895;0.99895;0.6241;0.62408
k79_60541	2;976;200643;171549;815;909656;387090	1.0;0.99998;0.99998;0.99998;0.99993;0.99989;0.99985
k79_95907	2;1239;186801;186802;216572;1263;2608920	0.99966;0.9996;0.99956;0.99944;0.99894;0.99872;0.99869
k79_23666	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9999
k79_60543	2;976;768503;768507;1522127;1001222;930972	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_35080	2;1239;186801;3085636;186803;189330;88431	0.99982;0.99904;0.99627;0.98893;0.98893;0.79975;0.79884
k79_60546	2;1239;186801;3085636;186803;3342669;45851	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_35083	2;1239;186801;3085636;186803;33042;33043	1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.99997
k79_72042	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_84328	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_60548	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_72049	2;976;200643;171549;815;816;817;295405	1.0;0.99876;0.99708;0.99707;0.9859;0.8628;0.76727;0.76726
k79_35095	2;1239;186801;186802;31979;1485;1504	1.0;0.99998;0.99977;0.99963;0.99963;0.99963;0.99963
k79_48045	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60555	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_35102	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_35103	2;1239;186801;3085636;186803;841;166486;657315	1.0;1.0;1.0;1.0;1.0;0.74684;0.74564;0.73075
k79_84335	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99993;0.99993
k79_72062	2;976;200643;171549;815;816;2763022	1.0;0.99998;0.99998;0.99998;0.99995;0.99995;0.99995
k79_35109	2;1239;186801;3085636;186803;207244;649756;649757	0.99998;0.72235;0.72223;0.72188;0.72188;0.71587;0.71587;0.71587
k79_95934	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60575	2;1239	0.99821;0.50638
k79_11510	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.92266
k79_95938	2;976;200643;171549;815;909656;821	1.0;0.96354;0.96353;0.96353;0.81592;0.7966;0.79128
k79_72075	2;1239;186801;186802;216572;1263;657323	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_60589	2;976;200643;171549;2005525;375288;823;999416	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_35111	2;1239;91061;1385;90964;1279;1288	1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.99997
k79_11514	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;0.99999;0.99998
k79_60592	2;976;200643;171549;815;816;817;997879	1.0;0.99841;0.99841;0.99841;0.99734;0.99733;0.99316;0.97403
k79_48067	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;0.99998;0.99998;0.9994;0.9994;0.87676
k79_23710	2;1239;186801;3085636;186803;572511;89014	1.0;1.0;1.0;0.99998;0.99998;0.99995;0.99988
k79_60593	2;1239;186801;3085636;186803;841;1261634	1.0;0.99999;0.99999;0.99999;0.99999;0.99992;0.99991
k79_48070	2;1239;186801;186802;216572	1.0;0.55139;0.54955;0.53924;0.53489
k79_23715	2;976;200643;171549;815;816;820;997890	1.0;1.0;0.99996;0.99996;0.99996;0.99996;0.99994;0.99994
k79_60599	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_95945	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_72090	2;1239;186801;3085636;186803;2944193;2763672	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_11519	2;1239;186801;3085636;186803;1766253;39491;657317	0.99999;0.99996;0.99996;0.99996;0.99996;0.9985;0.9985;0.99844
k79_35124	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_95951	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;0.99999;0.99999;0.99977;0.99977;0.9306;0.9306;0.66159
k79_35133	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_23718	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_11531	2;976;200643;171549;815;816;2650157	0.99854;0.84787;0.84618;0.84618;0.83902;0.83902;0.8126
k79_72094	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_23722	2;1239;186801;3085636;186803;841;166486;718255	1.0;1.0;1.0;1.0;1.0;1.0;0.99995;0.99995
k79_60626	2;1239;91061;186826;1300;1301;1335	1.0;1.0;0.99996;0.99996;0.99996;0.99996;0.99996
k79_95977	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_60634	2;1239;186801;3085636;186803;572511;418240;1121115	0.99967;0.99957;0.99586;0.99582;0.99582;0.99507;0.99361;0.99361
k79_95978	2;1239;186801;3085636;186803;2944193;2763672	1.0;0.99999;0.99999;0.99995;0.99995;0.55146;0.55146
k79_35150	2;976;200643;171549;815;816;820;997890	1.0;1.0;0.99994;0.99994;0.99994;0.99992;0.99987;0.99987
k79_23727	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99989;0.99988;0.99988
k79_11544	2;1239;91061;186826;33958;2759736	0.99883;0.98846;0.98736;0.98717;0.98717;0.98717
k79_72110	2;976;200643;171549;815;816;820;997890	1.0;0.99999;0.99998;0.99998;0.99992;0.99991;0.99976;0.99976
k79_72113	2;1239;186801;186802;216572;216851;853;657322	1.0;0.99926;0.99741;0.91572;0.91568;0.91295;0.69935;0.69914
k79_95980	131567	0.99973
k79_23733	2;976;117743;200644;49546;83612;57029;313595	0.99989;0.95836;0.95789;0.95789;0.94806;0.9196;0.9196;0.9196
k79_23734	2;1239;186801;186802;216572;1263;657323	1.0;0.99999;0.9999;0.70974;0.70973;0.70973;0.70973
k79_48105	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_35166	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_48106	2;976;200643;171549;815;816;818	0.99936;0.99935;0.99933;0.99933;0.99932;0.99931;0.99786
k79_95994	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_84410	2759;7711;40674;9443;9604;9605;9606	0.55441;0.55441;0.55441;0.55441;0.55441;0.55441;0.55441
k79_11561	2;976;200643;171549;815;816;47678;997873	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_72124	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_72126	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60664	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_48112	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_23743	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99988;0.99988
k79_48118	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99975;0.99975;0.99975
k79_96007	2;1239;186801;186802;216572;946234;292800	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60669	2;976;200643;171549;815;816;820;997890	1.0;0.99999;0.99999;0.99999;0.99999;0.99996;0.99988;0.99988
k79_23749	2;1239;186801;3085636;186803;189330;88431	1.0;0.99999;0.99998;0.99978;0.99978;0.54465;0.54461
k79_96011	2;976;200643;171549;815;816;820;997890	1.0;0.99996;0.99994;0.99994;0.99983;0.99981;0.9839;0.9839
k79_23754	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.88197
k79_96021	2;1239;186801;3085636;186803;841;1261634	0.94035;0.93116;0.92963;0.92942;0.92942;0.70004;0.69489
k79_84430	2;74201;203494;48461;1647988;239934;239935	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60693	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99988;0.99988
k79_23758	2;201174;1760;2037;2049;1654;2708340	1.0;0.9997;0.9997;0.9997;0.9997;0.9997;0.9997
k79_84435	2;1239;186801;186802;216572;216851;2929495	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_11576	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99959;0.99959;0.9953
k79_35203	2;1239;186801;3085636;186803;841;1261635	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_48137	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;0.99987;0.99987;0.99987;0.99986;0.99986;0.99986
k79_23760	2;1239;526524;526525;2810280;2678885;1982626	0.99953;0.99879;0.99741;0.99741;0.99681;0.99681;0.99681
k79_35209	2;201174;1760;85004;31953;1678;1680	1.0;0.99986;0.99986;0.99986;0.99986;0.99986;0.99986
k79_60698	2;976;200643;171549;2005525;375288;823;999416	1.0;0.99974;0.99974;0.99974;0.99974;0.99974;0.99974;0.99974
k79_23774	2;1239;186801;186802;216572;2892397;2714358	1.0;0.99996;0.99995;0.99994;0.99994;0.9994;0.9994
k79_11592	2;1239;526524;526525;2810280;3025755;29348;428126	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_48157	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60713	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60715	2;201174;1760;85004;31953;1678;28026	0.99995;0.78446;0.78446;0.75159;0.75159;0.75159;0.75159
k79_72180	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_23789	2;1239;186801;3085636;186803;841;166486;657315	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99849
k79_11600	2;1239;186801;186802;31979;1485;238834	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.98807
k79_23793	2;1224;1236;135622;267888;53246;43657	0.99994;0.99769;0.99769;0.99769;0.99769;0.99769;0.99769
k79_11604	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60728	2;976;200643;171549;815;816;291644	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_48159	2;1239;526524;526525;2810280;2678885;1982626	0.99999;0.957;0.957;0.957;0.95699;0.95699;0.95699
k79_48162	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_96063	2;976;200643;171549;815;816;162156	1.0;0.99999;0.99999;0.99999;0.99999;0.99998;0.99997
k79_23817	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_72195	2;976;200643;171549;815;816;246787	1.0;1.0;1.0;1.0;0.99903;0.99894;0.99887
k79_11610	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.97416;0.97204;0.97204
k79_72199	2;1239;186801;3085636;186803;572511;89014	1.0;1.0;1.0;1.0;1.0;1.0;0.99996
k79_35249	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_11618	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.9982;0.9982;0.99153
k79_96084	2;976;200643;171549;815;816;28111	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99996
k79_35256	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9999
k79_48175	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60739	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_84491	2;1239;186801;3085636;186803;207244;649756;649757	0.9951;0.99499;0.98377;0.98371;0.98371;0.98121;0.98121;0.98121
k79_23826	2157;28890;183925;2158;2159;2172;2173;420247	0.99958;0.99958;0.99958;0.99958;0.99958;0.99958;0.99932;0.99932
k79_48176	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_23828	2;1239;186801;3085636;186803;841;301301	0.99999;0.99995;0.99994;0.99992;0.99992;0.82398;0.82341
k79_60750	2;1239;186801;3085636;186803;33042;410072	1.0;0.99997;0.99997;0.99997;0.99997;0.98697;0.98697
k79_35273	2;1239;186801;3085636;186803;2944193;2763672	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_72219	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99807
k79_48179	131567	0.99966
k79_23831	2;1239;186801;3085636;186803;572511;418240;1121115	0.99998;0.99892;0.97951;0.97853;0.97852;0.74237;0.72187;0.72187
k79_72225	2;1239;186801;186802;216572;1263;2608920	1.0;0.99999;0.99999;0.99998;0.99998;0.99998;0.99984
k79_96101	2;1239;186801;186802;31979;1485;36839	1.0;0.99999;0.99999;0.99995;0.99993;0.99993;0.99992
k79_11630	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;0.99988;0.99987;0.99987
k79_35283	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_84495	2;1239;526524;526525;2810280;2678885;1982626	0.99985;0.9997;0.99942;0.99942;0.99942;0.99942;0.99942
k79_23835	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99985;0.99985
k79_23836	131567	0.99923
k79_84499	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_11636	2;1239;186801;186802;31979;1485;1502	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_23837	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_96107	2;200940;3031651;3031668;213422;2651583;2740185	1.0;0.95926;0.95923;0.95923;0.95923;0.95923;0.95923
k79_84503	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_23841	2;976;200643;171549;815;909656;387090	0.99999;0.99997;0.99997;0.99997;0.99997;0.98889;0.98082
k79_35294	2;976;200643;171549;815;816;818	0.99999;0.99998;0.99998;0.99998;0.99978;0.99961;0.99879
k79_96112	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;0.99997;0.99997;0.99997;0.99997
k79_48195	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.71325
k79_11653	2;976;200643;171549;815;909656;387090	1.0;0.99998;0.99998;0.99998;0.99996;0.99773;0.99771
k79_23846	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9998
k79_11656	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;0.99956;0.99956;0.99952;0.99952;0.80385;0.75347;0.75347
k79_48201	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99953
k79_48204	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999
k79_48205	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_11665	2;1239;186801;3085636;186803;2944193;2763672	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_35307	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99851;0.99851;0.99851;0.99851;0.99851
k79_48207	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99776
k79_60800	2;976;200643;171549;815;909656;387090	1.0;0.99997;0.99997;0.99997;0.99984;0.99706;0.99704
k79_96130	2;976;200643;171549;815;909656;357276;997877	1.0;0.99966;0.99966;0.99966;0.99966;0.99963;0.99963;0.99963
k79_11678	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99974
k79_48216	2;976;200643;171549;815;816;820;997890	1.0;0.99999;0.99999;0.99999;0.99995;0.99995;0.99979;0.99979
k79_96133	2;74201;203494;48461;1647988;239934;239935	1.0;0.99989;0.99989;0.99989;0.99989;0.99989;0.99989
k79_72240	2;976;200643;171549;171552;2974251;165179	0.9938;0.7731;0.77306;0.77306;0.63969;0.63969;0.63969
k79_72241	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_11683	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_72244	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_48231	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;0.99999;0.99934;0.99934;0.99915;0.99915;0.85798
k79_60806	2;1239;186801;186802;216572;1263;1160721	1.0;0.99699;0.98995;0.93716;0.92895;0.92723;0.92702
k79_11694	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_96137	2;976;200643;171549;815;909656;387090	1.0;0.99956;0.99955;0.99955;0.99953;0.99951;0.99951
k79_72250	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9999
k79_60817	2;976;200643;171549;815;816;371601;657309	1.0;0.99999;0.99999;0.99999;0.99999;0.99989;0.99989;0.99989
k79_96144	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_11701	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_11703	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_23874	2;1239;186801;186802;3082771;1738645;1738647	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_35341	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_60822	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;0.99957;0.99957;0.99957;0.99957;0.99957;0.99957
k79_11716	2;1239;186801;3085636;186803;841;166486;657315	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.80849
k79_35344	2;976;200643;171549;815;909656;376805;667015	0.99866;0.9486;0.94807;0.94807;0.93985;0.88018;0.53137;0.53137
k79_72251	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99999;0.99999;0.99997;0.99997;0.99996
k79_48243	2;1239;186801;3085636;186803;3024823;2785025	1.0;0.99999;0.99995;0.99995;0.99995;0.99994;0.99994
k79_48252	2;1239;186801;186802;216572;216851;411483	0.99999;0.74984;0.74822;0.73687;0.73685;0.53998;0.53996
k79_96154	2;976;200643;171549;815;816;818	0.99999;0.99998;0.99997;0.99997;0.9977;0.99765;0.98839
k79_48254	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99996;0.99996
k79_11724	2;1239;186801;186802;31979;1485;97138	1.0;0.99999;0.99997;0.99997;0.99031;0.99031;0.99031
k79_84529	2;976;200643;171549	0.99998;0.66076;0.6586;0.65859
k79_60838	2;1239;186801;186802;216572;216851;2929490	1.0;1.0;1.0;1.0;1.0;1.0;0.99987
k79_96162	2;1239;186801;186802;216572;216851;2929494	0.99998;0.7504;0.65102;0.53912;0.53821;0.51559;0.51428
k79_60840	2;544448;31969;186328;2131;2132;216945;1276229	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_48263	2;1239;186801;3085636;186803;2316020;33038	1.0;0.99999;0.99998;0.99998;0.99998;0.99976;0.99976
k79_48264	2;1224;28211;204457;41297;165696;2780074	0.99039;0.76652;0.76545;0.76252;0.76252;0.76159;0.76159
k79_35373	2;1239;186801;3082720;186804;214904;2925782	0.99922;0.99898;0.99212;0.96418;0.96418;0.96414;0.96414
k79_72272	2;976;200643;171549;815;816;820;997890	0.99999;0.99999;0.99999;0.99999;0.99993;0.99993;0.99761;0.99761
k79_11728	2;1239;186801;186802;216572;1263;2608920	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_48273	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_96171	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
