contigs	predictions	scores
k79_20439	2;976;200643;171549;815;816;46506;449673	1.0;1.0;1.0;1.0;0.99995;0.99995;0.99985;0.99985
k79_68494	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32255	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_92826	2;976;200643;171549;815;909656;821	1.0;0.99981;0.99981;0.99981;0.99696;0.99638;0.99614
k79_80926	2;1239;186801;3085636;186803;1506553;29347	1.0;1.0;1.0;1.0;1.0;0.98303;0.98303
k79_8322	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_44885	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_20441	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32257	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;0.99997;0.99997;0.99997;0.99997;0.99997
k79_80928	2;201174;1760;85006;1268;1663;290399	1.0;0.90231;0.90231;0.85327;0.85262;0.85262;0.85259
k79_68498	2;1239;186801	0.99998;0.56021;0.55919
k79_56899	2;976;200643;171549;815;816;28113	1.0;1.0;1.0;1.0;1.0;0.99998;0.99892
k79_92830	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32258	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.9999;0.9999
k79_68502	2;976;200643;171549;815;816;371601;657309	0.99897;0.86776;0.86776;0.86776;0.8581;0.85554;0.84706;0.84706
k79_8327	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99935
k79_80929	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92831	2;976;200643;171549;815;909656;387090	1.0;0.99999;0.99999;0.99999;0.99998;0.99829;0.99807
k79_8328	2;1239;186801;3085636;186803;2316020;46228;471875	0.99999;0.99796;0.99398;0.98475;0.98475;0.68386;0.68124;0.68124
k79_68503	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44895	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_8329	2;1239;186801;186802;216572;216851;853;718252	1.0;0.99996;0.99996;0.99879;0.99806;0.87687;0.8768;0.8768
k79_44897	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99987;0.99987;0.99987
k79_56904	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68510	2;1239;186801;3085636;186803;2719313;333367;518636	1.0;1.0;1.0;0.99998;0.99998;0.99994;0.99994;0.99994
k79_8330	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56905	2;1239;186801;186802;216572;2892396;2714355	1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_20442	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99994;0.99994
k79_44898	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99999;0.99877;0.99877
k79_80940	2;976;200643;171549;2005525;375288;823;435591	1.0;0.99948;0.99944;0.99944;0.90242;0.90242;0.80299;0.80299
k79_68511	2;74201;203494;48461;1647988;239934;239935;349741	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99998;0.99998
k79_32274	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92833	2;976;200643;171549;815;816;28116	1.0;0.99997;0.99997;0.99997;0.99993;0.99983;0.99871
k79_80941	2157;28890;183925;2158;2159;2172;2173;420247	0.99896;0.99896;0.99896;0.99896;0.99896;0.99896;0.99896;0.99896
k79_8339	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68514	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_20449	2;74201;203494;48461;1647988;239934;239935;349741	1.0;0.99996;0.99996;0.99996;0.99996;0.99996;0.99993;0.99993
k79_44900	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;0.99846;0.99846;0.99543
k79_56911	2;1239;186801;186802;216572;292632;214851	1.0;0.99964;0.99963;0.99962;0.99962;0.99839;0.99839
k79_92838	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80946	2;1239;186801;186802;216572;216851;853;718252	1.0;0.99189;0.98858;0.97659;0.97632;0.96642;0.91547;0.91449
k79_20451	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99968
k79_32289	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_8347	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99598
k79_20452	2;1239;91061;1385;186822;44249;2975291	1.0;1.0;0.99994;0.99994;0.99994;0.99994;0.99994
k79_56917	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;0.99971;0.99971;0.99717;0.99464;0.99464
k79_8349	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32291	2;1239;186801;3085636;186803;1506553;29347	1.0;0.99999;0.99998;0.99957;0.99957;0.99957;0.99957
k79_8350	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99933;0.99933;0.99849;0.99837
k79_92842	2;1239;186801;186802;216572;2172004;2108523	1.0;0.99976;0.99976;0.99975;0.99975;0.99935;0.99935
k79_68518	2;976;200643;171549;815;816;162156	0.99999;0.99942;0.99942;0.99942;0.99942;0.92491;0.89545
k79_44911	2;976;200643;171549;815;816;674529	1.0;0.99997;0.99951;0.99951;0.99652;0.99536;0.97609
k79_32293	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99992;0.99992;0.9996;0.72739
k79_80955	2;1239;186801;3085636;186803	0.99954;0.99472;0.99463;0.99447;0.99447
k79_56919	2;1239;186801;186802;3085642;2048137;3079302	1.0;0.99998;0.99998;0.99998;0.99998;0.99998;0.99998
k79_20456	2;1239;186801;3085636;186803;841;2763062	1.0;0.99999;0.99996;0.99996;0.99996;0.99996;0.99986
k79_44915	2;1239	0.59427;0.53377
k79_32296	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80960	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99992
k79_56922	2;1239;186801;3085636;186803;841;1261635	0.99988;0.98648;0.94487;0.94271;0.94271;0.77174;0.67251
k79_44916	2;1239;186801;3085636;186803;2719231;29370;1297793	0.99967;0.99965;0.99959;0.99957;0.99957;0.56582;0.56582;0.56582
k79_32301	2;1239;909932;1843488;909930;33024;33025	0.99999;0.9984;0.95602;0.95602;0.95602;0.95602;0.95602
k79_8351	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.99988;0.99985;0.9251;0.9251
k79_92845	2;1239;186801;186802;216572;1263;657323	1.0;1.0;1.0;0.61474;0.61474;0.61474;0.61474
k79_44925	2;1239;186801;3085636;186803;2569097;39488	1.0;0.9987;0.99008;0.98967;0.98967;0.98562;0.98562
k79_68525	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99996;0.99996
k79_92846	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44928	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80969	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_68527	2;1239;186801;3085636;186803;189330;88431	1.0;0.99998;0.99998;0.99998;0.99998;0.99998;0.99998
k79_8363	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_56935	2;1239;91061;1385;186818;1569;2942204	0.99981;0.96348;0.9433;0.94297;0.91773;0.91773;0.91772
k79_32308	2;1239;186801;186802;216572;1263;2564099	0.99966;0.88062;0.72441;0.72092;0.72064;0.72061;0.7114
k79_80975	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99097
k79_92855	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_56937	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;0.99999;0.99999;0.99901;0.99901;0.99901
k79_32310	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32311	2;1239;186801;186802;216572	0.99996;0.56562;0.55505;0.53047;0.52165
k79_80977	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92861	2;1239;186801;3085636;186803;572511;33035	1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_32314	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_80979	2	0.91644
k79_8374	2;1239;186801;3085636;186803;841;2763062	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_68535	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99998;0.99998
k79_92865	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99996;0.99996
k79_8379	2;1239;186801;3085636;186803;572511;40520	1.0;0.99919;0.99889;0.99873;0.99873;0.80534;0.59543
k79_80987	2;976;200643;171549;815;816;371601;657309	1.0;0.99999;0.99998;0.99998;0.99941;0.99899;0.99812;0.99812
k79_92867	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_80988	2;1239;186801;3085636;186803;572511;33035	1.0;1.0;1.0;1.0;1.0;1.0;0.99997
k79_56940	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99939;0.99939;0.99938;0.9993
k79_92868	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.93218
k79_8380	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56941	2;1239;186801;186802;216572;292632;214851	1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.99997
k79_80993	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99994;0.99994;0.99974
k79_44967	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99999;0.99999;0.99916;0.99901;0.99901
k79_68550	2;976;200643;171549;815;816;817;997879	1.0;0.97051;0.97049;0.97049;0.96152;0.94287;0.89676;0.89676
k79_32325	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999
k79_80995	2;201174;1497346;588673;2600303;2600304	0.99999;0.90164;0.54178;0.54178;0.54178;0.54178
k79_56942	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_8390	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.9996;0.9996;0.99959;0.99955
k79_92873	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56944	2;1239;186801;186802;216572;2892396;2714355	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56946	2;1239;186801;186802;31979;1485;1522	0.99737;0.67412;0.67119;0.61537;0.56259;0.56259;0.56254
k79_8397	2;1239;186801;3085636;186803;33042;410072;470146	1.0;0.99962;0.99961;0.99961;0.99961;0.99899;0.99899;0.99899
k79_68562	2;976;200643;171549;815;816;820;997890	0.99998;0.77623;0.7761;0.7761;0.77596;0.77593;0.7757;0.7757
k79_68568	2;1239;186801;186802;216572;216851;2646395	1.0;1.0;1.0;1.0;1.0;1.0;0.99984
k79_81012	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99982;0.99951;0.99951
k79_56954	2;201174;1760;85006;85023;33882;515415	1.0;0.99995;0.99995;0.99995;0.99992;0.99992;0.99992
k79_44975	2;1239;186801;3085636;186803;3031933;2709410	0.99985;0.98349;0.92615;0.63636;0.63636;0.6361;0.6361
k79_8401	2;976;200643;171549;815;816;817;997879	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99987;0.99984
k79_92889	2;976;200643;171549;171550;239759;2585119	1.0;0.98329;0.98329;0.98328;0.88297;0.88283;0.60391
k79_44979	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56957	2;1239;186801;186802;216572;216851;853;657322	1.0;0.99999;0.99999;0.99995;0.99995;0.99861;0.9986;0.99726
k79_44980	2;201174;1760;85011;2062;1883;67385	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92892	2;1239;186801;186802;216572;2892396;2714355	1.0;0.99995;0.99995;0.99995;0.99995;0.99972;0.99931
k79_44981	2;976;200643;171549;171552;2974251;165179;537011	1.0;1.0;1.0;1.0;0.99999;0.99998;0.99998;0.99998
k79_68576	2;1239;186801;3082720;186804;1870884;1496;499174	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_8404	2;1239;186801;186802;216572;1263;2608920	1.0;0.99999;0.99999;0.99984;0.99984;0.9996;0.99886
k79_44983	2;1224;28216;80840;119060;1822464;2880218	0.99007;0.60685;0.57008;0.57008;0.57008;0.56961;0.56961
k79_92896	2;201174;1760;85004;31953;1678;1680	1.0;0.99927;0.99927;0.99927;0.99927;0.99927;0.99871
k79_68577	2;1224;28211;204457;41297;13687;2071607	1.0;0.99991;0.99974;0.99973;0.99973;0.99973;0.99973
k79_81028	2;1239;186801;186802;216572;216851;853;718252	1.0;0.99993;0.99993;0.99384;0.99381;0.99358;0.9935;0.99296
k79_56971	2;976;200643;171549;815;909656;821	1.0;0.67727;0.67724;0.67724;0.67686;0.67579;0.67579
k79_44986	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32330	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_81034	2;1239;91061;186826;33958;2742598;97478;1130798	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_44989	2;1239;186801;186802;216572;2892396;2714353	1.0;1.0;1.0;1.0;1.0;1.0;0.99996
k79_68586	2;1239;186801;3085636;186803;2569097;39488	1.0;0.99998;0.99998;0.99997;0.99997;0.98887;0.98887
k79_81039	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;0.99833;0.99833;0.99832;0.99832;0.99815;0.99713;0.99713
k79_8410	2;1239;186801;186802;216572;1263;657323	1.0;1.0;1.0;0.98602;0.98602;0.98602;0.98602
k79_92915	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;0.99998;0.99998;0.99997;0.99997;0.99997
k79_32339	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.99997
k79_68593	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99999;0.99999;0.99998;0.99994;0.99994
k79_8415	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32341	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56982	2;1239;186801;186802;216572;216851;853;657322	1.0;0.99896;0.99896;0.99851;0.99847;0.99411;0.99304;0.87732
k79_44993	2;976;200643;171549;815;909656;376805;667015	1.0;1.0;0.99999;0.99999;0.99999;0.9992;0.99683;0.99683
k79_68595	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;0.99999;0.99999;0.99993;0.99993;0.99712;0.99653;0.99653
k79_32342	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44997	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_8422	2;1239;186801;186802;216572;1263;2608920	0.99996;0.86851;0.83356;0.80558;0.80262;0.8026;0.80033
k79_92921	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_20458	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99999;0.99998;0.99998;0.99998;0.9884
k79_8424	2;976;200643;171549;171550;239759;214856;679935	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32343	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68602	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;0.99998;0.99998;0.9996;0.9996
k79_56992	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68604	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56994	2;976;200643;171549;815;816;46506;449673	0.99998;0.99986;0.99986;0.99986;0.9998;0.9998;0.99974;0.99974
k79_45005	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_8426	2;1239;186801;3085636;186803;2944195;2763669	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_92928	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99674
k79_68608	2;1239;186801;186802	0.99998;0.98349;0.98346;0.69873
k79_32350	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_20464	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99891;0.99891;0.99891
k79_92930	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68610	2;1239;186801;3085636;186803;572511;418240;1121115	0.99999;0.99998;0.99975;0.99971;0.99971;0.99343;0.96625;0.96625
k79_45007	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56998	2;1239;186801;3085636;186803	0.95247;0.94777;0.9463;0.94082;0.94082
k79_92933	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;0.99996;0.99996;0.99958;0.99958
k79_45008	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32355	2;976;200643;171549;815;909656;821	1.0;0.98391;0.62107;0.62107;0.62035;0.58808;0.58808
k79_81048	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;0.99999;0.99935
k79_81049	2;1239;186801;3085636;186803;33042;410072;470146	1.0;0.99994;0.99992;0.99967;0.99967;0.99252;0.99252;0.99252
k79_45010	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.99995;0.99995;0.99993
k79_92940	2;1239;186801;186802;216572;292632;214851	1.0;0.99998;0.99842;0.9984;0.9984;0.99702;0.99702
k79_57005	2;976;200643;171549;815;816;329854	1.0;1.0;1.0;1.0;1.0;1.0;0.99998
k79_92942	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_45011	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;0.99997;0.99997;0.99685;0.99685;0.99681
k79_81051	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_20475	2;976;200643;171549;815;816;28116	1.0;0.99999;0.99999;0.99999;0.99998;0.99998;0.99688
k79_57010	2;976;200643;171549;171550;239759;328813;2585117	1.0;0.99877;0.99866;0.99866;0.99748;0.99748;0.86116;0.86116
k79_92945	2;1239;186801;3085636;186803;841;301301	1.0;1.0;1.0;1.0;1.0;0.99952;0.99786
k79_32356	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;0.99999;0.99999;0.99994;0.99994;0.99994
k79_57011	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68618	2;1224;1236;72274;135621;286;317	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_81064	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_57012	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_32361	2;201174;1760;85004;31953;1678;1686;1447716	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99977
k79_20479	2;1224;28211;356;41294;374;1223566	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_92949	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68620	2;1239;186801;3085636;186803;2316020;33038	1.0;1.0;1.0;0.99999;0.99999;0.99996;0.99982
k79_45012	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_8427	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;0.99978;0.96635;0.9663
k79_57016	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99925;0.99925;0.99925;0.99923;0.99923
k79_32362	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.9993;0.9993;0.99929;0.99926
k79_92950	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;0.99998;0.99992;0.99992;0.99952;0.99939;0.99939
k79_8428	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;0.99999;0.99999;0.99999;0.99999;0.99997;0.99997;0.98145
k79_57017	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_81067	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_20480	2;201174;1760;85004;31953;1678;1680	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_45013	2;201174;1760;85004;31953;1678;1680	1.0;1.0;1.0;1.0;1.0;1.0;0.99998
k79_81070	2;1239;186801;3085636;186803;572511;2779518	1.0;0.9999;0.99982;0.99959;0.99959;0.99504;0.99496
k79_32370	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68630	2;1239;91061;1385;186822;44249;1536774	1.0;0.99999;0.99973;0.99973;0.99973;0.99973;0.99973
k79_92952	2;1224;1236;72274;135621;286;2724470	0.99989;0.88231;0.88194;0.88186;0.88186;0.88185;0.88184
k79_20487	2;1239;186801;3085636;186803;189330;88431	1.0;0.99323;0.99076;0.9904;0.9904;0.65163;0.58364
k79_32371	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_57027	2;1239;186801;3085636;186803;1506553;29347	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_20490	2;1224;1236;91347;543;547;550	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68631	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;0.99985;0.99985;0.99984;0.99984;0.99877;0.99868;0.99868
k79_57032	2;1239	1.0;0.58457
k79_8432	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99999;0.99999;0.99999;0.99998;0.99442
k79_45032	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99954;0.99954;0.99954
k79_92960	2;1239;186801;3085636;186803;841;2763062	0.99994;0.84877;0.84841;0.84736;0.84734;0.70489;0.6742
k79_92961	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_45033	2;976;200643;171549;815;816;28111	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_57033	2;201174;1760;85011;2062;1883;54571	1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_81079	2;1239;186801;186802;31979;1485;238834	0.99999;0.99999;0.99999;0.99999;0.99996;0.99996;0.99996
k79_8434	2;976;200643;171549;171550;239759;214856;679935	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99919;0.99919
k79_92963	2;1239;186801;3085636;186803	1.0;0.99968;0.99957;0.99561;0.99561
k79_81080	2;1239;186801;186802;216572;1263;657323	1.0;1.0;1.0;0.99914;0.99914;0.99914;0.99914
k79_68634	2;201174;1760;85006;85023;33882;2606451	0.99999;0.70799;0.70569;0.69658;0.69654;0.69652;0.69651
k79_45036	2;1239;186801;3085636;186803;572511;40520;411459	0.99997;0.99951;0.89877;0.89861;0.89861;0.78939;0.78495;0.78485
k79_81081	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_8440	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_57037	2;1239;186801;186802;216572;2172004;2108523	1.0;1.0;1.0;1.0;1.0;0.99996;0.99996
k79_68636	2;1239;186801;186802;216572;216851;2929489	1.0;0.99999;0.99999;0.99819;0.99819;0.99818;0.99786
k79_20509	2;1239;186801;186802;216572;292632;214851	1.0;0.99972;0.99972;0.99972;0.99972;0.9956;0.9956
k79_32375	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_45039	2;1239;186801;186802;216572;292632;214851	0.99992;0.99976;0.99963;0.99963;0.99963;0.9992;0.9992
k79_68638	2;1239;186801;3085636;186803;841;301301	1.0;1.0;1.0;0.99606;0.99606;0.99605;0.99605
k79_81087	2;1239;186801;3085636;186803;189330;39486	1.0;1.0;1.0;1.0;1.0;0.99999;0.99998
k79_92966	2;1783272	0.9998;0.99437
k79_20513	2;1239;186801;186802;216572;2892396;2714355	1.0;0.99904;0.99886;0.99808;0.99744;0.87084;0.82836
k79_45043	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92968	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;0.99998;0.99998;0.99495;0.97577;0.97577
k79_68641	2;1239;186801;3085636;186803;189330;88431	1.0;0.99985;0.99965;0.99965;0.99965;0.97472;0.97472
k79_45046	2;1239;186801;3085636;186803;1649459;154046;742737	1.0;1.0;1.0;0.99999;0.99999;0.99998;0.99998;0.99998
k79_68645	2;976;200643;171549;815;909656;821	0.94097;0.94086;0.94043;0.94043;0.93883;0.5595;0.5595
k79_68646	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;0.99999;0.99999;0.99999;0.99999;0.99975;0.99947;0.99947
k79_92978	2;201174;1760;85004;31953;1678;1680	1.0;0.99993;0.99993;0.99993;0.99993;0.99993;0.99993
